date,popularity,id,name,artist
2025-04-14,66,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-15,66,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-16,69,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-17,70,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-18,71,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-19,72,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-20,70,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-21,69,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-22,72,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-23,73,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-24,72,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-25,70,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-26,69,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-27,69,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-28,69,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-29,67,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-04-30,65,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-01,64,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-02,62,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-03,62,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-04,60,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-05,61,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-06,63,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-07,65,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-08,65,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-09,64,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-10,63,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-11,61,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-12,63,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-13,64,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-14,61,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-15,62,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-16,63,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-17,63,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-18,62,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-19,64,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-20,65,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-21,63,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-22,64,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-23,65,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-24,65,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-25,68,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-26,70,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-27,66,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-28,66,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-29,63,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-30,61,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-05-31,62,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
2025-06-01,62,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey
